0,05	2,44315156349165
0,1	2,26421392370929
0,15	2,1865975426255
0,2	2,09528430860137
0,25	2,05634283808054
0,3	1,94478567635257
0,35	1,88277010497353
0,4	1,76325588942601
0,45	1,64254305133675
0,5	1,57348406835281
0,55	1,5367087917951
0,6	1,49320675154275
0,65	1,40961334744964
0,7	1,34080337287815
0,75	1,18820988337132
0,8	1,12601547499463
0,85	1,11927045214871
0,9	1,00295093495095
0,95	1,00251957093505
1	0,925702923821769
1,05	0,903408756052419
1,1	0,759460827195631
1,15	0,801438179218544
1,2	0,659314562922181
1,25	0,709238492490289
1,3	0,573898000000665
1,35	0,550370300427085
1,4	0,587494353149983
1,45	0,46323498321337
1,5	0,45016685254011
1,55	0,495218441387572
1,6	0,427143339525089
1,65	0,422820445200133
1,7	0,322994042401551
1,75	0,384229993394036
1,8	0,355355694612247
1,85	0,317594276497431
1,9	0,231215847651688
1,95	0,303203637937923
2	0,243299926983512
2,05	0,258423682808727
2,1	0,212323786742559
2,15	0,195082090280813
2,2	0,12786358705555
2,25	0,11554283537587
2,3	0,193340709381171
2,35	0,161616794892775
2,4	0,0847288879460106
2,45	0,167277260526539
2,5	0,163801176432273
2,55	0,059944237887838
2,6	0,134903668272756
2,65	0,0687951154876207
2,7	0,0787590480342
2,75	0,108976063019524
2,8	0,0934828976570703
2,85	0,0852300559119115
2,9	0,0445626460507505
2,95	0,105567273272593
3	0,00701239790467981
3,05	0,0635609766610458
3,1	-0,00137532436970975
3,15	0,0410748245171359
3,2	0,0790492064140435
3,25	0,0810497075504465
3,3	-0,00595479652328345
3,35	0,0504649073906027
3,4	0,00202152071743726
3,45	0,0378676357395065
3,5	-0,0112979442114489
3,55	0,0121102093846874
3,6	-0,00203533631380602
3,65	-0,0111596190625947
3,7	0,0240616104961906
3,75	0,0402372735575991
3,8	0,0666589598332851
3,85	-0,0105575497250229
3,9	-0,00263984326447166
3,95	0,0633206987603568
4	-0,0375789191186224
4,05	0,054963783749779
4,1	-0,00708564712744981
4,15	0,00993326563512085
4,2	-0,0101883561081188
4,25	0,0549928248165956
4,3	0,05554030586042
4,35	-0,0180319500354871
4,4	0,0557509905374961
4,45	0,0562711530541612
4,5	-0,0424976216844193
4,55	-0,03531868114916
4,6	0,0368811895411111
4,65	0,0385992891957538
4,7	-0,0441236616266343
4,75	-0,0214571399101391
4,8	-0,0461666516781984
4,85	0,0529750982483824
4,9	0,0110797450903904
4,95	0,0347387666100286
5	0,0151155422383744
